"Attrition","Age","Gender","MaritalStatus","BusinessTravel","Department","DistanceFromHome","EducationField","JobRole","MonthlyIncome","JobSatisfaction","OverTime","PerformanceRating","YearsAtCompany"
"No",37,"Female","Married","Travel_Rarely","Research & Development",1,"Medical","Research Scientist",3920,1,"No",3,3
"No",45,"Male","Married","Travel_Frequently","Research & Development",7,"Life Sciences","Manufacturing Director",6434,3,"No",3,3
"Yes",37,"Male","Divorced","Travel_Frequently","Research & Development",10,"Medical","Manufacturing Director",10048,3,"No",3,1
"No",39,"Female","Single","Travel_Frequently","Research & Development",2,"Technical Degree","Healthcare Representative",10938,3,"No",4,19
"No",29,"Male","Single","Travel_Rarely","Research & Development",15,"Life Sciences","Research Scientist",2340,4,"No",3,6
"No",42,"Female","Single","Travel_Rarely","Research & Development",17,"Life Sciences","Research Scientist",6545,1,"Yes",3,3
"No",29,"Male","Divorced","Travel_Rarely","Sales",20,"Marketing","Sales Executive",6931,4,"No",3,3
"No",25,"Female","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Manufacturing Director",4898,3,"No",3,4
"No",42,"Female","Divorced","Travel_Rarely","Research & Development",2,"Medical","Laboratory Technician",2593,1,"Yes",3,9
"No",40,"Male","Divorced","Travel_Rarely","Research & Development",2,"Medical","Research Director",19436,3,"No",3,21
"No",51,"Male","Married","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2723,4,"No",3,1
"Yes",31,"Male","Single","Travel_Frequently","Research & Development",29,"Medical","Laboratory Technician",3479,2,"No",3,5
"No",32,"Male","Married","Travel_Frequently","Research & Development",7,"Life Sciences","Laboratory Technician",2794,2,"No",4,5
"No",38,"Male","Married","Non-Travel","Sales",2,"Life Sciences","Sales Executive",5249,4,"No",3,8
"No",32,"Male","Single","Travel_Rarely","Research & Development",2,"Technical Degree","Laboratory Technician",2176,1,"No",3,6
"No",46,"Female","Married","Travel_Rarely","Sales",2,"Technical Degree","Manager",16872,2,"Yes",3,7
"Yes",28,"Male","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Laboratory Technician",3485,3,"No",3,0
"No",29,"Male","Married","Travel_Rarely","Sales",2,"Medical","Sales Executive",6644,2,"No",3,0
"No",31,"Male","Married","Travel_Rarely","Research & Development",23,"Medical","Healthcare Representative",5582,4,"No",4,9
"No",25,"Male","Divorced","Non-Travel","Research & Development",5,"Life Sciences","Healthcare Representative",4000,1,"No",3,6
"No",45,"Male","Married","Travel_Rarely","Research & Development",20,"Medical","Healthcare Representative",13496,4,"Yes",3,20
"No",36,"Male","Married","Travel_Rarely","Research & Development",6,"Life Sciences","Laboratory Technician",3210,4,"No",3,15
"No",55,"Male","Single","Travel_Rarely","Research & Development",1,"Medical","Manager",19045,1,"Yes",3,36
"Yes",47,"Male","Married","Non-Travel","Research & Development",29,"Life Sciences","Manager",11849,2,"Yes",3,10
"No",28,"Male","Married","Travel_Rarely","Research & Development",9,"Medical","Research Scientist",2070,4,"No",4,5
"No",37,"Male","Married","Travel_Rarely","Sales",6,"Medical","Sales Executive",6502,4,"No",3,5
"No",21,"Male","Single","Travel_Rarely","Research & Development",3,"Medical","Research Scientist",3230,3,"No",3,3
"No",37,"Female","Divorced","Non-Travel","Research & Development",1,"Medical","Research Director",13603,4,"Yes",3,5
"No",35,"Female","Divorced","Travel_Rarely","Research & Development",22,"Life Sciences","Manager",11996,2,"No",3,7
"No",38,"Female","Divorced","Travel_Rarely","Sales",7,"Medical","Sales Executive",5605,1,"Yes",4,8
"No",26,"Female","Divorced","Travel_Frequently","Research & Development",1,"Life Sciences","Manufacturing Director",6397,2,"No",4,6
"No",50,"Male","Divorced","Travel_Rarely","Research & Development",4,"Life Sciences","Research Director",19144,2,"No",3,10
"No",53,"Male","Married","Travel_Rarely","Research & Development",3,"Medical","Research Director",17584,3,"Yes",3,5
"No",42,"Male","Married","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",4907,3,"No",4,20
"No",29,"Male","Single","Travel_Frequently","Sales",2,"Life Sciences","Sales Executive",4554,4,"No",3,10
"No",55,"Male","Married","Travel_Rarely","Research & Development",20,"Technical Degree","Laboratory Technician",5415,4,"Yes",3,10
"No",26,"Male","Married","Travel_Frequently","Research & Development",11,"Medical","Healthcare Representative",4741,1,"Yes",3,5
"No",37,"Female","Single","Travel_Rarely","Research & Development",1,"Life Sciences","Research Scientist",2115,4,"No",3,17
"Yes",44,"Male","Divorced","Travel_Frequently","Research & Development",24,"Life Sciences","Laboratory Technician",3161,3,"Yes",4,1
"No",38,"Male","Divorced","Travel_Rarely","Research & Development",23,"Life Sciences","Healthcare Representative",5745,4,"No",3,2
"Yes",26,"Male","Divorced","Travel_Rarely","Research & Development",16,"Medical","Laboratory Technician",2373,2,"Yes",3,3
"No",28,"Female","Single","Travel_Rarely","Research & Development",8,"Life Sciences","Research Scientist",3310,4,"No",4,5
"No",49,"Female","Single","Travel_Frequently","Research & Development",10,"Life Sciences","Research Director",18665,1,"Yes",3,3
"No",36,"Male","Single","Travel_Rarely","Research & Development",3,"Technical Degree","Research Scientist",4485,2,"No",3,8
"No",31,"Female","Divorced","Travel_Frequently","Sales",5,"Marketing","Sales Representative",2789,2,"No",3,2
"Yes",26,"Male","Single","Travel_Rarely","Sales",4,"Marketing","Sales Executive",5828,4,"Yes",3,8
"No",37,"Male","Married","Travel_Frequently","Research & Development",9,"Medical","Research Scientist",2326,4,"Yes",3,4
"No",42,"Female","Married","Travel_Frequently","Sales",26,"Marketing","Sales Executive",13525,2,"No",3,20
"Yes",18,"Male","Single","Travel_Rarely","Research & Development",3,"Life Sciences","Laboratory Technician",1420,3,"No",3,0
"No",35,"Male","Married","Travel_Rarely","Sales",16,"Marketing","Sales Executive",8020,2,"No",3,11
"No",36,"Male","Married","Travel_Frequently","Research & Development",18,"Life Sciences","Laboratory Technician",3688,4,"No",3,1
"No",51,"Male","Divorced","Travel_Rarely","Research & Development",2,"Medical","Manufacturing Director",5482,2,"No",3,4
"No",41,"Male","Single","Travel_Rarely","Sales",2,"Life Sciences","Manager",16015,2,"No",3,22
"No",18,"Female","Single","Travel_Rarely","Sales",10,"Medical","Sales Representative",1200,3,"No",3,0
"No",28,"Male","Single","Travel_Rarely","Research & Development",16,"Medical","Healthcare Representative",5661,1,"No",3,8
"No",31,"Male","Married","Travel_Rarely","Sales",7,"Technical Degree","Sales Executive",6929,4,"No",3,8
"No",39,"Male","Divorced","Travel_Rarely","Research & Development",1,"Medical","Healthcare Representative",9613,4,"No",3,18
"No",36,"Female","Married","Non-Travel","Research & Development",24,"Life Sciences","Laboratory Technician",5674,2,"No",3,9
"No",32,"Male","Married","Travel_Rarely","Sales",7,"Life Sciences","Sales Executive",5484,3,"No",3,13
"No",38,"Female","Married","Travel_Rarely","Research & Development",25,"Life Sciences","Research Director",12061,2,"No",3,10
"No",58,"Male","Divorced","Non-Travel","Research & Development",1,"Life Sciences","Healthcare Representative",5660,3,"Yes",3,5
"No",31,"Male","Married","Travel_Rarely","Research & Development",5,"Technical Degree","Research Scientist",4821,4,"Yes",3,5
"No",31,"Male","Married","Travel_Rarely","Human Resources",2,"Human Resources","Human Resources",6410,1,"No",3,2
"No",45,"Male","Divorced","Travel_Frequently","Research & Development",7,"Life Sciences","Laboratory Technician",5210,1,"No",3,24
"No",31,"Male","Divorced","Travel_Rarely","Research & Development",2,"Life Sciences","Research Scientist",2695,4,"Yes",3,2
"No",33,"Female","Married","Travel_Frequently","Research & Development",5,"Life Sciences","Manager",11878,2,"No",3,10
"No",39,"Male","Married","Travel_Rarely","Research & Development",10,"Medical","Manager",17068,1,"Yes",3,21
"No",43,"Female","Single","Travel_Frequently","Research & Development",10,"Life Sciences","Laboratory Technician",2455,4,"No",3,8
"No",49,"Female","Single","Travel_Rarely","Research & Development",1,"Technical Degree","Healthcare Representative",13964,3,"Yes",3,7
"Yes",52,"Male","Married","Travel_Rarely","Research & Development",8,"Medical","Research Scientist",4941,2,"No",3,8
"No",27,"Female","Single","Travel_Rarely","Research & Development",5,"Life Sciences","Research Scientist",2478,2,"Yes",3,4
"No",32,"Female","Married","Travel_Rarely","Sales",8,"Technical Degree","Sales Executive",5228,2,"Yes",3,13
"No",27,"Male","Single","Travel_Rarely","Sales",2,"Life Sciences","Sales Executive",4478,3,"Yes",3,5
"No",31,"Male","Divorced","Travel_Rarely","Sales",7,"Marketing","Sales Executive",7547,4,"No",3,7
"No",32,"Female","Single","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",5055,4,"No",3,7
"Yes",28,"Male","Married","Travel_Rarely","Research & Development",2,"Medical","Research Scientist",3464,4,"Yes",3,3
"No",30,"Female","Married","Travel_Rarely","Research & Development",28,"Medical","Research Scientist",5775,4,"No",3,10
"No",31,"Female","Married","Travel_Frequently","Research & Development",7,"Life Sciences","Manufacturing Director",8943,3,"No",4,10
"No",39,"Male","Married","Travel_Frequently","Research & Development",7,"Medical","Manager",19272,4,"No",3,21
"Yes",39,"Female","Married","Travel_Rarely","Sales",3,"Medical","Sales Executive",5238,3,"Yes",3,1
"No",33,"Male","Single","Travel_Frequently","Sales",10,"Marketing","Sales Executive",4682,4,"No",3,7
"No",47,"Male","Married","Travel_Rarely","Research & Development",5,"Life Sciences","Research Director",18300,3,"No",3,3
"No",43,"Female","Divorced","Travel_Frequently","Research & Development",10,"Life Sciences","Laboratory Technician",5257,3,"No",3,9
"No",27,"Male","Married","Non-Travel","Sales",1,"Marketing","Sales Executive",6349,2,"Yes",3,5
"No",54,"Female","Single","Travel_Frequently","Research & Development",20,"Life Sciences","Research Scientist",4869,3,"No",3,4
"No",43,"Female","Married","Travel_Rarely","Research & Development",7,"Life Sciences","Healthcare Representative",9985,1,"No",3,1
"No",45,"Male","Married","Travel_Rarely","Research & Development",8,"Other","Research Scientist",3697,4,"No",3,10
"No",40,"Male","Married","Travel_Rarely","Sales",1,"Medical","Sales Executive",7457,4,"Yes",4,4
"Yes",29,"Male","Married","Travel_Rarely","Research & Development",8,"Other","Laboratory Technician",2119,1,"Yes",3,7
"No",29,"Male","Single","Travel_Rarely","Research & Development",9,"Other","Laboratory Technician",3983,4,"No",3,3
"No",30,"Female","Divorced","Travel_Rarely","Sales",5,"Marketing","Sales Executive",6118,3,"No",3,10
"No",27,"Female","Married","Travel_Rarely","Sales",8,"Marketing","Sales Executive",6214,2,"No",3,8
"No",37,"Male","Divorced","Travel_Rarely","Research & Development",5,"Medical","Manufacturing Director",6347,4,"No",3,6
"No",38,"Male","Divorced","Travel_Rarely","Research & Development",15,"Life Sciences","Research Director",11510,4,"Yes",3,11
"No",31,"Female","Single","Travel_Rarely","Research & Development",7,"Medical","Manufacturing Director",7143,4,"Yes",3,11
"No",29,"Female","Divorced","Travel_Rarely","Sales",10,"Marketing","Sales Executive",8268,2,"Yes",3,7
"No",35,"Male","Single","Travel_Rarely","Research & Development",5,"Technical Degree","Manufacturing Director",8095,2,"No",3,16
"No",23,"Male","Divorced","Travel_Rarely","Research & Development",26,"Life Sciences","Research Scientist",2904,4,"No",3,4
"No",41,"Male","Single","Travel_Rarely","Research & Development",6,"Medical","Manufacturing Director",6032,2,"Yes",3,5
"No",47,"Male","Single","Travel_Frequently","Sales",4,"Medical","Sales Representative",2976,3,"No",3,0
"No",42,"Female","Single","Travel_Rarely","Research & Development",23,"Life Sciences","Research Director",15992,4,"No",3,1
"No",29,"Male","Married","Non-Travel","Sales",2,"Life Sciences","Sales Executive",4649,3,"No",3,4
"No",42,"Male","Divorced","Travel_Rarely","Human Resources",2,"Technical Degree","Human Resources",2696,3,"Yes",3,3
"No",32,"Female","Married","Travel_Rarely","Research & Development",2,"Medical","Laboratory Technician",2370,2,"No",3,8
"No",48,"Female","Married","Travel_Rarely","Sales",29,"Medical","Manager",12504,3,"No",4,0
"No",37,"Male","Divorced","Travel_Rarely","Research & Development",6,"Medical","Research Scientist",5974,1,"Yes",3,7
"No",30,"Female","Married","Non-Travel","Sales",25,"Technical Degree","Sales Executive",4736,3,"Yes",3,2
"No",26,"Male","Married","Travel_Rarely","Sales",1,"Life Sciences","Sales Executive",5296,3,"No",3,8
"No",42,"Male","Single","Travel_Rarely","Research & Development",2,"Other","Healthcare Representative",6781,4,"No",4,1
"Yes",21,"Female","Single","Travel_Frequently","Sales",1,"Technical Degree","Sales Representative",2174,2,"Yes",3,3
"No",36,"Female","Single","Non-Travel","Sales",1,"Medical","Sales Executive",6653,4,"No",3,1
"No",36,"Male","Married","Travel_Frequently","Sales",3,"Medical","Sales Executive",9699,4,"No",3,13
"No",57,"Male","Married","Travel_Rarely","Research & Development",1,"Medical","Healthcare Representative",6755,3,"No",3,3
"No",40,"Female","Married","Travel_Rarely","Research & Development",10,"Life Sciences","Laboratory Technician",2213,3,"Yes",3,7
"No",21,"Male","Single","Non-Travel","Sales",9,"Medical","Sales Representative",2610,4,"No",4,3
"Yes",33,"Female","Single","Travel_Rarely","Sales",5,"Marketing","Sales Representative",2851,3,"Yes",3,1
"No",37,"Female","Married","Travel_Rarely","Research & Development",10,"Medical","Laboratory Technician",3452,1,"No",4,5
"No",46,"Female","Married","Non-Travel","Research & Development",7,"Medical","Manufacturing Director",5258,3,"No",3,1
"Yes",41,"Male","Single","Travel_Frequently","Sales",4,"Marketing","Sales Executive",9355,2,"No",3,8
"No",50,"Male","Single","Travel_Rarely","Research & Development",10,"Technical Degree","Healthcare Representative",10496,4,"No",3,4
"Yes",40,"Male","Married","Travel_Rarely","Sales",22,"Marketing","Sales Executive",6380,3,"Yes",3,6
"No",31,"Male","Single","Travel_Rarely","Research & Development",9,"Life Sciences","Research Scientist",2657,2,"Yes",3,2
"Yes",21,"Female","Single","Travel_Rarely","Sales",12,"Life Sciences","Sales Representative",2716,2,"No",3,1
"No",29,"Male","Single","Travel_Rarely","Research & Development",23,"Life Sciences","Research Scientist",2201,4,"No",3,3
"No",35,"Male","Single","Travel_Rarely","Research & Development",9,"Life Sciences","Healthcare Representative",6540,2,"No",3,1
"No",27,"Male","Divorced","Travel_Rarely","Research & Development",1,"Medical","Laboratory Technician",3816,2,"No",3,5
"No",28,"Male","Single","Travel_Rarely","Sales",9,"Life Sciences","Sales Executive",5253,4,"No",3,7
"No",49,"Male","Single","Travel_Rarely","Research & Development",7,"Other","Healthcare Representative",10965,3,"No",4,5
"No",51,"Female","Married","Travel_Rarely","Sales",14,"Life Sciences","Sales Executive",4936,4,"No",3,7
"No",36,"Female","Married","Travel_Rarely","Research & Development",2,"Life Sciences","Research Scientist",2543,3,"No",3,2
"Yes",34,"Male","Single","Non-Travel","Sales",19,"Marketing","Sales Executive",5304,4,"Yes",3,5
"No",55,"Female","Single","Travel_Rarely","Research & Development",2,"Life Sciences","Manager",16659,4,"Yes",3,5
"No",24,"Female","Divorced","Travel_Rarely","Sales",10,"Marketing","Sales Executive",4260,3,"Yes",3,5
"No",30,"Male","Married","Travel_Rarely","Sales",2,"Technical Degree","Sales Representative",2476,2,"No",3,1
"Yes",26,"Male","Single","Travel_Frequently","Research & Development",3,"Technical Degree","Research Scientist",3102,1,"No",4,6
"No",22,"Female","Married","Travel_Rarely","Research & Development",11,"Medical","Research Scientist",2244,2,"No",3,2
"No",36,"Male","Married","Travel_Rarely","Sales",2,"Medical","Sales Executive",7596,3,"No",3,10
"Yes",30,"Male","Single","Travel_Frequently","Research & Development",4,"Technical Degree","Research Scientist",2285,4,"Yes",4,1
"No",37,"Female","Divorced","Travel_Rarely","Research & Development",14,"Life Sciences","Laboratory Technician",3034,1,"No",3,18
